Token,PNL,Total orders,Total trades,Volume traded,Winning trades,Win Loss Ratio,Win Loss Points,PNL Turnover Ratio (bps),Sharpe Ratio,Drawdown
35001,-83102.625,3130.0,3130.0,234750.0,758.0,0.31956155143338955,0.915965930873544,-13.723475368034675,-3.40507145964876,-0.0
