Token,PNL,Total orders,Total trades,Volume traded,Winning trades,Win Loss Ratio,Win loss points,PNL turnover ratio in bps,Annualized Sharpe ratio,Drawdown
35001,10893.75,58,58,4350,20,0.5263157894736842,1.7604712041884807,54.71953647560978,4.32633196420026,-0.0
