token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,exchange_type
61341,NIFTY29MAY2520800CE,NIFTY,29MAY2025,20800.0,75,OPTIDX,NFO,5.0,2
50074,NIFTY20MAR2520800PE,NIFTY,20MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
79223,NIFTY24APR2520850CE,NIFTY,24APR2025,20850.0,75,OPTIDX,NFO,5.0,2
54505,NIFTY03APR2520850PE,NIFTY,03APR2025,20850.0,75,OPTIDX,NFO,5.0,2
46818,NIFTY27MAR2520850PE,NIFTY,27MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
68364,NIFTY06MAR2520850CE,NIFTY,06MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
68365,NIFTY06MAR2520850PE,NIFTY,06MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
45385,NIFTY13MAR2520850PE,NIFTY,13MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
45384,NIFTY13MAR2520850CE,NIFTY,13MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
54500,NIFTY03APR2520850CE,NIFTY,03APR2025,20850.0,75,OPTIDX,NFO,5.0,2
46816,NIFTY27MAR2520850CE,NIFTY,27MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
61345,NIFTY29MAY2520850CE,NIFTY,29MAY2025,20850.0,75,OPTIDX,NFO,5.0,2
50078,NIFTY20MAR2520850PE,NIFTY,20MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
61350,NIFTY29MAY2520850PE,NIFTY,29MAY2025,20850.0,75,OPTIDX,NFO,5.0,2
79224,NIFTY24APR2520850PE,NIFTY,24APR2025,20850.0,75,OPTIDX,NFO,5.0,2
50077,NIFTY20MAR2520850CE,NIFTY,20MAR2025,20850.0,75,OPTIDX,NFO,5.0,2
54512,NIFTY03APR2520900CE,NIFTY,03APR2025,20900.0,75,OPTIDX,NFO,5.0,2
54513,NIFTY03APR2520900PE,NIFTY,03APR2025,20900.0,75,OPTIDX,NFO,5.0,2
46824,NIFTY27MAR2520900PE,NIFTY,27MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
68367,NIFTY06MAR2520900PE,NIFTY,06MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
68366,NIFTY06MAR2520900CE,NIFTY,06MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
50079,NIFTY20MAR2520900CE,NIFTY,20MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
79226,NIFTY24APR2520900PE,NIFTY,24APR2025,20900.0,75,OPTIDX,NFO,5.0,2
46822,NIFTY27MAR2520900CE,NIFTY,27MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
50080,NIFTY20MAR2520900PE,NIFTY,20MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
45387,NIFTY13MAR2520900PE,NIFTY,13MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
45386,NIFTY13MAR2520900CE,NIFTY,13MAR2025,20900.0,75,OPTIDX,NFO,5.0,2
61352,NIFTY29MAY2520900PE,NIFTY,29MAY2025,20900.0,75,OPTIDX,NFO,5.0,2
79225,NIFTY24APR2520900CE,NIFTY,24APR2025,20900.0,75,OPTIDX,NFO,5.0,2
61351,NIFTY29MAY2520900CE,NIFTY,29MAY2025,20900.0,75,OPTIDX,NFO,5.0,2
46826,NIFTY27MAR2520950PE,NIFTY,27MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
50082,NIFTY20MAR2520950PE,NIFTY,20MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
68368,NIFTY06MAR2520950CE,NIFTY,06MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
50081,NIFTY20MAR2520950CE,NIFTY,20MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
79227,NIFTY24APR2520950CE,NIFTY,24APR2025,20950.0,75,OPTIDX,NFO,5.0,2
45388,NIFTY13MAR2520950CE,NIFTY,13MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
54514,NIFTY03APR2520950CE,NIFTY,03APR2025,20950.0,75,OPTIDX,NFO,5.0,2
61354,NIFTY29MAY2520950PE,NIFTY,29MAY2025,20950.0,75,OPTIDX,NFO,5.0,2
45389,NIFTY13MAR2520950PE,NIFTY,13MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
54515,NIFTY03APR2520950PE,NIFTY,03APR2025,20950.0,75,OPTIDX,NFO,5.0,2
61353,NIFTY29MAY2520950CE,NIFTY,29MAY2025,20950.0,75,OPTIDX,NFO,5.0,2
79228,NIFTY24APR2520950PE,NIFTY,24APR2025,20950.0,75,OPTIDX,NFO,5.0,2
46825,NIFTY27MAR2520950CE,NIFTY,27MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
68369,NIFTY06MAR2520950PE,NIFTY,06MAR2025,20950.0,75,OPTIDX,NFO,5.0,2
68370,NIFTY06MAR2521000CE,NIFTY,06MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
51452,NIFTY24DEC2521000PE,NIFTY,24DEC2025,21000.0,75,OPTIDX,NFO,5.0,2
61356,NIFTY29MAY2521000PE,NIFTY,29MAY2025,21000.0,75,OPTIDX,NFO,5.0,2
86146,NIFTY29JUN2821000PE,NIFTY,29JUN2028,21000.0,75,OPTIDX,NFO,5.0,2
45391,NIFTY13MAR2521000PE,NIFTY,13MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
45390,NIFTY13MAR2521000CE,NIFTY,13MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
64561,NIFTY27MAR2521000PE,NIFTY,27MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
89624,NIFTY28JUN2921000CE,NIFTY,28JUN2029,21000.0,75,OPTIDX,NFO,5.0,2
58646,NIFTY31DEC2621000CE,NIFTY,31DEC2026,21000.0,75,OPTIDX,NFO,5.0,2
86145,NIFTY29JUN2821000CE,NIFTY,29JUN2028,21000.0,75,OPTIDX,NFO,5.0,2
61660,NIFTY27DEC2921000PE,NIFTY,27DEC2029,21000.0,75,OPTIDX,NFO,5.0,2
61355,NIFTY29MAY2521000CE,NIFTY,29MAY2025,21000.0,75,OPTIDX,NFO,5.0,2
50091,NIFTY20MAR2521000CE,NIFTY,20MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
54518,NIFTY03APR2521000CE,NIFTY,03APR2025,21000.0,75,OPTIDX,NFO,5.0,2
67776,NIFTY28DEC2821000CE,NIFTY,28DEC2028,21000.0,75,OPTIDX,NFO,5.0,2
64687,NIFTY25SEP2521000PE,NIFTY,25SEP2025,21000.0,75,OPTIDX,NFO,5.0,2
71554,NIFTY24JUN2721000PE,NIFTY,24JUN2027,21000.0,75,OPTIDX,NFO,5.0,2
79229,NIFTY24APR2521000CE,NIFTY,24APR2025,21000.0,75,OPTIDX,NFO,5.0,2
71553,NIFTY24JUN2721000CE,NIFTY,24JUN2027,21000.0,75,OPTIDX,NFO,5.0,2
51451,NIFTY24DEC2521000CE,NIFTY,24DEC2025,21000.0,75,OPTIDX,NFO,5.0,2
89625,NIFTY28JUN2921000PE,NIFTY,28JUN2029,21000.0,75,OPTIDX,NFO,5.0,2
67777,NIFTY28DEC2821000PE,NIFTY,28DEC2028,21000.0,75,OPTIDX,NFO,5.0,2
50092,NIFTY20MAR2521000PE,NIFTY,20MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
53613,NIFTY30DEC2721000CE,NIFTY,30DEC2027,21000.0,75,OPTIDX,NFO,5.0,2
53615,NIFTY30DEC2721000PE,NIFTY,30DEC2027,21000.0,75,OPTIDX,NFO,5.0,2
58647,NIFTY31DEC2621000PE,NIFTY,31DEC2026,21000.0,75,OPTIDX,NFO,5.0,2
61659,NIFTY27DEC2921000CE,NIFTY,27DEC2029,21000.0,75,OPTIDX,NFO,5.0,2
79230,NIFTY24APR2521000PE,NIFTY,24APR2025,21000.0,75,OPTIDX,NFO,5.0,2
68371,NIFTY06MAR2521000PE,NIFTY,06MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
51450,NIFTY26JUN2521000PE,NIFTY,26JUN2025,21000.0,75,OPTIDX,NFO,5.0,2
64560,NIFTY27MAR2521000CE,NIFTY,27MAR2025,21000.0,75,OPTIDX,NFO,5.0,2
54519,NIFTY03APR2521000PE,NIFTY,03APR2025,21000.0,75,OPTIDX,NFO,5.0,2
51449,NIFTY26JUN2521000CE,NIFTY,26JUN2025,21000.0,75,OPTIDX,NFO,5.0,2
64686,NIFTY25SEP2521000CE,NIFTY,25SEP2025,21000.0,75,OPTIDX,NFO,5.0,2
51453,NIFTY25JUN2621000CE,NIFTY,25JUN2026,21000.0,75,OPTIDX,NFO,5.0,2
51455,NIFTY25JUN2621000PE,NIFTY,25JUN2026,21000.0,75,OPTIDX,NFO,5.0,2
54523,NIFTY03APR2521050PE,NIFTY,03APR2025,21050.0,75,OPTIDX,NFO,5.0,2
46828,NIFTY27MAR2521050PE,NIFTY,27MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
79231,NIFTY24APR2521050CE,NIFTY,24APR2025,21050.0,75,OPTIDX,NFO,5.0,2
45393,NIFTY13MAR2521050PE,NIFTY,13MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
68372,NIFTY06MAR2521050CE,NIFTY,06MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
61359,NIFTY29MAY2521050PE,NIFTY,29MAY2025,21050.0,75,OPTIDX,NFO,5.0,2
50094,NIFTY20MAR2521050PE,NIFTY,20MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
46827,NIFTY27MAR2521050CE,NIFTY,27MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
50093,NIFTY20MAR2521050CE,NIFTY,20MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
79232,NIFTY24APR2521050PE,NIFTY,24APR2025,21050.0,75,OPTIDX,NFO,5.0,2
61357,NIFTY29MAY2521050CE,NIFTY,29MAY2025,21050.0,75,OPTIDX,NFO,5.0,2
68373,NIFTY06MAR2521050PE,NIFTY,06MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
45392,NIFTY13MAR2521050CE,NIFTY,13MAR2025,21050.0,75,OPTIDX,NFO,5.0,2
54520,NIFTY03APR2521050CE,NIFTY,03APR2025,21050.0,75,OPTIDX,NFO,5.0,2
54532,NIFTY03APR2521100CE,NIFTY,03APR2025,21100.0,75,OPTIDX,NFO,5.0,2
79233,NIFTY24APR2521100CE,NIFTY,24APR2025,21100.0,75,OPTIDX,NFO,5.0,2
46830,NIFTY27MAR2521100PE,NIFTY,27MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
54533,NIFTY03APR2521100PE,NIFTY,03APR2025,21100.0,75,OPTIDX,NFO,5.0,2
46829,NIFTY27MAR2521100CE,NIFTY,27MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
45395,NIFTY13MAR2521100PE,NIFTY,13MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
50095,NIFTY20MAR2521100CE,NIFTY,20MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
79234,NIFTY24APR2521100PE,NIFTY,24APR2025,21100.0,75,OPTIDX,NFO,5.0,2
68375,NIFTY06MAR2521100PE,NIFTY,06MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
61370,NIFTY29MAY2521100PE,NIFTY,29MAY2025,21100.0,75,OPTIDX,NFO,5.0,2
61360,NIFTY29MAY2521100CE,NIFTY,29MAY2025,21100.0,75,OPTIDX,NFO,5.0,2
68374,NIFTY06MAR2521100CE,NIFTY,06MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
45394,NIFTY13MAR2521100CE,NIFTY,13MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
50096,NIFTY20MAR2521100PE,NIFTY,20MAR2025,21100.0,75,OPTIDX,NFO,5.0,2
68376,NIFTY06MAR2521150CE,NIFTY,06MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
45396,NIFTY13MAR2521150CE,NIFTY,13MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
46841,NIFTY27MAR2521150PE,NIFTY,27MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
79236,NIFTY24APR2521150PE,NIFTY,24APR2025,21150.0,75,OPTIDX,NFO,5.0,2
61371,NIFTY29MAY2521150CE,NIFTY,29MAY2025,21150.0,75,OPTIDX,NFO,5.0,2
54534,NIFTY03APR2521150CE,NIFTY,03APR2025,21150.0,75,OPTIDX,NFO,5.0,2
68377,NIFTY06MAR2521150PE,NIFTY,06MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
79235,NIFTY24APR2521150CE,NIFTY,24APR2025,21150.0,75,OPTIDX,NFO,5.0,2
45397,NIFTY13MAR2521150PE,NIFTY,13MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
50101,NIFTY20MAR2521150CE,NIFTY,20MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
46831,NIFTY27MAR2521150CE,NIFTY,27MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
61372,NIFTY29MAY2521150PE,NIFTY,29MAY2025,21150.0,75,OPTIDX,NFO,5.0,2
50102,NIFTY20MAR2521150PE,NIFTY,20MAR2025,21150.0,75,OPTIDX,NFO,5.0,2
54535,NIFTY03APR2521150PE,NIFTY,03APR2025,21150.0,75,OPTIDX,NFO,5.0,2
79237,NIFTY24APR2521200CE,NIFTY,24APR2025,21200.0,75,OPTIDX,NFO,5.0,2
61376,NIFTY29MAY2521200PE,NIFTY,29MAY2025,21200.0,75,OPTIDX,NFO,5.0,2
46849,NIFTY27MAR2521200PE,NIFTY,27MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
46842,NIFTY27MAR2521200CE,NIFTY,27MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
54536,NIFTY03APR2521200CE,NIFTY,03APR2025,21200.0,75,OPTIDX,NFO,5.0,2
45399,NIFTY13MAR2521200PE,NIFTY,13MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
68378,NIFTY06MAR2521200CE,NIFTY,06MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
61373,NIFTY29MAY2521200CE,NIFTY,29MAY2025,21200.0,75,OPTIDX,NFO,5.0,2
79238,NIFTY24APR2521200PE,NIFTY,24APR2025,21200.0,75,OPTIDX,NFO,5.0,2
45398,NIFTY13MAR2521200CE,NIFTY,13MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
54537,NIFTY03APR2521200PE,NIFTY,03APR2025,21200.0,75,OPTIDX,NFO,5.0,2
50103,NIFTY20MAR2521200CE,NIFTY,20MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
68379,NIFTY06MAR2521200PE,NIFTY,06MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
50104,NIFTY20MAR2521200PE,NIFTY,20MAR2025,21200.0,75,OPTIDX,NFO,5.0,2
54538,NIFTY03APR2521250CE,NIFTY,03APR2025,21250.0,75,OPTIDX,NFO,5.0,2
61378,NIFTY29MAY2521250PE,NIFTY,29MAY2025,21250.0,75,OPTIDX,NFO,5.0,2
54539,NIFTY03APR2521250PE,NIFTY,03APR2025,21250.0,75,OPTIDX,NFO,5.0,2
68382,NIFTY06MAR2521250CE,NIFTY,06MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
79246,NIFTY24APR2521250PE,NIFTY,24APR2025,21250.0,75,OPTIDX,NFO,5.0,2
50110,NIFTY20MAR2521250PE,NIFTY,20MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
46854,NIFTY27MAR2521250CE,NIFTY,27MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
45405,NIFTY13MAR2521250PE,NIFTY,13MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
50109,NIFTY20MAR2521250CE,NIFTY,20MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
46855,NIFTY27MAR2521250PE,NIFTY,27MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
79245,NIFTY24APR2521250CE,NIFTY,24APR2025,21250.0,75,OPTIDX,NFO,5.0,2
68383,NIFTY06MAR2521250PE,NIFTY,06MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
45404,NIFTY13MAR2521250CE,NIFTY,13MAR2025,21250.0,75,OPTIDX,NFO,5.0,2
61377,NIFTY29MAY2521250CE,NIFTY,29MAY2025,21250.0,75,OPTIDX,NFO,5.0,2
79247,NIFTY24APR2521300CE,NIFTY,24APR2025,21300.0,75,OPTIDX,NFO,5.0,2
50113,NIFTY20MAR2521300CE,NIFTY,20MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
45407,NIFTY13MAR2521300PE,NIFTY,13MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
79248,NIFTY24APR2521300PE,NIFTY,24APR2025,21300.0,75,OPTIDX,NFO,5.0,2
68386,NIFTY06MAR2521300CE,NIFTY,06MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
68387,NIFTY06MAR2521300PE,NIFTY,06MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
46867,NIFTY27MAR2521300PE,NIFTY,27MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
61379,NIFTY29MAY2521300CE,NIFTY,29MAY2025,21300.0,75,OPTIDX,NFO,5.0,2
50114,NIFTY20MAR2521300PE,NIFTY,20MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
61386,NIFTY29MAY2521300PE,NIFTY,29MAY2025,21300.0,75,OPTIDX,NFO,5.0,2
45406,NIFTY13MAR2521300CE,NIFTY,13MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
54540,NIFTY03APR2521300CE,NIFTY,03APR2025,21300.0,75,OPTIDX,NFO,5.0,2
46866,NIFTY27MAR2521300CE,NIFTY,27MAR2025,21300.0,75,OPTIDX,NFO,5.0,2
54541,NIFTY03APR2521300PE,NIFTY,03APR2025,21300.0,75,OPTIDX,NFO,5.0,2
79249,NIFTY24APR2521350CE,NIFTY,24APR2025,21350.0,75,OPTIDX,NFO,5.0,2
46869,NIFTY27MAR2521350PE,NIFTY,27MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
50116,NIFTY20MAR2521350PE,NIFTY,20MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
61388,NIFTY29MAY2521350PE,NIFTY,29MAY2025,21350.0,75,OPTIDX,NFO,5.0,2
54542,NIFTY03APR2521350CE,NIFTY,03APR2025,21350.0,75,OPTIDX,NFO,5.0,2
46868,NIFTY27MAR2521350CE,NIFTY,27MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
45408,NIFTY13MAR2521350CE,NIFTY,13MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
50115,NIFTY20MAR2521350CE,NIFTY,20MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
68388,NIFTY06MAR2521350CE,NIFTY,06MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
79250,NIFTY24APR2521350PE,NIFTY,24APR2025,21350.0,75,OPTIDX,NFO,5.0,2
61387,NIFTY29MAY2521350CE,NIFTY,29MAY2025,21350.0,75,OPTIDX,NFO,5.0,2
45409,NIFTY13MAR2521350PE,NIFTY,13MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
68389,NIFTY06MAR2521350PE,NIFTY,06MAR2025,21350.0,75,OPTIDX,NFO,5.0,2
54543,NIFTY03APR2521350PE,NIFTY,03APR2025,21350.0,75,OPTIDX,NFO,5.0,2
54555,NIFTY03APR2521400PE,NIFTY,03APR2025,21400.0,75,OPTIDX,NFO,5.0,2
68391,NIFTY06MAR2521400CE,NIFTY,06MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
46877,NIFTY27MAR2521400PE,NIFTY,27MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
46874,NIFTY27MAR2521400CE,NIFTY,27MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
79252,NIFTY24APR2521400PE,NIFTY,24APR2025,21400.0,75,OPTIDX,NFO,5.0,2
45411,NIFTY13MAR2521400PE,NIFTY,13MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
79251,NIFTY24APR2521400CE,NIFTY,24APR2025,21400.0,75,OPTIDX,NFO,5.0,2
45410,NIFTY13MAR2521400CE,NIFTY,13MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
68392,NIFTY06MAR2521400PE,NIFTY,06MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
61389,NIFTY29MAY2521400CE,NIFTY,29MAY2025,21400.0,75,OPTIDX,NFO,5.0,2
50118,NIFTY20MAR2521400PE,NIFTY,20MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
54552,NIFTY03APR2521400CE,NIFTY,03APR2025,21400.0,75,OPTIDX,NFO,5.0,2
50117,NIFTY20MAR2521400CE,NIFTY,20MAR2025,21400.0,75,OPTIDX,NFO,5.0,2
61392,NIFTY29MAY2521400PE,NIFTY,29MAY2025,21400.0,75,OPTIDX,NFO,5.0,2
61393,NIFTY29MAY2521450CE,NIFTY,29MAY2025,21450.0,75,OPTIDX,NFO,5.0,2
45412,NIFTY13MAR2521450CE,NIFTY,13MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
45413,NIFTY13MAR2521450PE,NIFTY,13MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
79253,NIFTY24APR2521450CE,NIFTY,24APR2025,21450.0,75,OPTIDX,NFO,5.0,2
46879,NIFTY27MAR2521450PE,NIFTY,27MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
68394,NIFTY06MAR2521450PE,NIFTY,06MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
50120,NIFTY20MAR2521450PE,NIFTY,20MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
46878,NIFTY27MAR2521450CE,NIFTY,27MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
54557,NIFTY03APR2521450PE,NIFTY,03APR2025,21450.0,75,OPTIDX,NFO,5.0,2
61394,NIFTY29MAY2521450PE,NIFTY,29MAY2025,21450.0,75,OPTIDX,NFO,5.0,2
79254,NIFTY24APR2521450PE,NIFTY,24APR2025,21450.0,75,OPTIDX,NFO,5.0,2
68393,NIFTY06MAR2521450CE,NIFTY,06MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
54556,NIFTY03APR2521450CE,NIFTY,03APR2025,21450.0,75,OPTIDX,NFO,5.0,2
50119,NIFTY20MAR2521450CE,NIFTY,20MAR2025,21450.0,75,OPTIDX,NFO,5.0,2
46880,NIFTY27MAR2521500CE,NIFTY,27MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
79256,NIFTY24APR2521500CE,NIFTY,24APR2025,21500.0,75,OPTIDX,NFO,5.0,2
54559,NIFTY03APR2521500PE,NIFTY,03APR2025,21500.0,75,OPTIDX,NFO,5.0,2
45415,NIFTY13MAR2521500PE,NIFTY,13MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
45414,NIFTY13MAR2521500CE,NIFTY,13MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
68395,NIFTY06MAR2521500CE,NIFTY,06MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
79257,NIFTY24APR2521500PE,NIFTY,24APR2025,21500.0,75,OPTIDX,NFO,5.0,2
61395,NIFTY29MAY2521500CE,NIFTY,29MAY2025,21500.0,75,OPTIDX,NFO,5.0,2
68396,NIFTY06MAR2521500PE,NIFTY,06MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
54558,NIFTY03APR2521500CE,NIFTY,03APR2025,21500.0,75,OPTIDX,NFO,5.0,2
50122,NIFTY20MAR2521500PE,NIFTY,20MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
46882,NIFTY27MAR2521500PE,NIFTY,27MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
50121,NIFTY20MAR2521500CE,NIFTY,20MAR2025,21500.0,75,OPTIDX,NFO,5.0,2
61396,NIFTY29MAY2521500PE,NIFTY,29MAY2025,21500.0,75,OPTIDX,NFO,5.0,2
79259,NIFTY24APR2521550PE,NIFTY,24APR2025,21550.0,75,OPTIDX,NFO,5.0,2
50125,NIFTY20MAR2521550CE,NIFTY,20MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
45416,NIFTY13MAR2521550CE,NIFTY,13MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
79258,NIFTY24APR2521550CE,NIFTY,24APR2025,21550.0,75,OPTIDX,NFO,5.0,2
46886,NIFTY27MAR2521550PE,NIFTY,27MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
45417,NIFTY13MAR2521550PE,NIFTY,13MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
54560,NIFTY03APR2521550CE,NIFTY,03APR2025,21550.0,75,OPTIDX,NFO,5.0,2
61397,NIFTY29MAY2521550CE,NIFTY,29MAY2025,21550.0,75,OPTIDX,NFO,5.0,2
61398,NIFTY29MAY2521550PE,NIFTY,29MAY2025,21550.0,75,OPTIDX,NFO,5.0,2
50126,NIFTY20MAR2521550PE,NIFTY,20MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
46883,NIFTY27MAR2521550CE,NIFTY,27MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
54561,NIFTY03APR2521550PE,NIFTY,03APR2025,21550.0,75,OPTIDX,NFO,5.0,2
68398,NIFTY06MAR2521550PE,NIFTY,06MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
68397,NIFTY06MAR2521550CE,NIFTY,06MAR2025,21550.0,75,OPTIDX,NFO,5.0,2
46891,NIFTY27MAR2521600PE,NIFTY,27MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
46888,NIFTY27MAR2521600CE,NIFTY,27MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
54562,NIFTY03APR2521600CE,NIFTY,03APR2025,21600.0,75,OPTIDX,NFO,5.0,2
45420,NIFTY13MAR2521600PE,NIFTY,13MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
45419,NIFTY13MAR2521600CE,NIFTY,13MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
79260,NIFTY24APR2521600CE,NIFTY,24APR2025,21600.0,75,OPTIDX,NFO,5.0,2
50129,NIFTY20MAR2521600CE,NIFTY,20MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
68399,NIFTY06MAR2521600CE,NIFTY,06MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
68400,NIFTY06MAR2521600PE,NIFTY,06MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
79261,NIFTY24APR2521600PE,NIFTY,24APR2025,21600.0,75,OPTIDX,NFO,5.0,2
61399,NIFTY29MAY2521600CE,NIFTY,29MAY2025,21600.0,75,OPTIDX,NFO,5.0,2
54563,NIFTY03APR2521600PE,NIFTY,03APR2025,21600.0,75,OPTIDX,NFO,5.0,2
61400,NIFTY29MAY2521600PE,NIFTY,29MAY2025,21600.0,75,OPTIDX,NFO,5.0,2
50130,NIFTY20MAR2521600PE,NIFTY,20MAR2025,21600.0,75,OPTIDX,NFO,5.0,2
79263,NIFTY24APR2521650PE,NIFTY,24APR2025,21650.0,75,OPTIDX,NFO,5.0,2
50131,NIFTY20MAR2521650CE,NIFTY,20MAR2025,21650.0,75,OPTIDX,NFO,5.0,2
45423,NIFTY13MAR2521650CE,NIFTY,13MAR2025,21650.0,75,OPTIDX,NFO,5.0,2
61401,NIFTY29MAY2521650CE,NIFTY,29MAY2025,21650.0,75,OPTIDX,NFO,5.0,2
68401,NIFTY06MAR2521650CE,NIFTY,06MAR2025,21650.0,75,OPTIDX,NFO,5.0,2
46892,NIFTY27MAR2521650CE,NIFTY,27MAR2025,21650.0,75,OPTIDX,NFO,5.0,2
61466,NIFTY29MAY2521650PE,NIFTY,29MAY2025,21650.0,75,OPTIDX,NFO,5.0,2
45425,NIFTY13MAR2521650PE,NIFTY,13MAR2025,21650.0,75,OPTIDX,NFO,5.0,2
