2025-03-27 14:51:43,662 INFO, id, order_time, order_timestamp, fill_time, fill_timestamp, price, inst, side, status, quantity, fill_price, order_type, signal
2025-03-27 14:51:44,642 INFO, 0, 1425201720244325757, 2015-03-01 09:22:00, 1425201720340768882, 2015-03-01 09:22:00, 317.8, 46997, BUY, FILLED, 75,317.05, AGGRESSIVE, 
2025-03-27 14:51:45,782 INFO, 1, 1425201720244325757, 2015-03-01 09:22:00, 1425202446578685467, 2015-03-01 09:34:06, 286.02, 46997, SELL, FILLED, 75,286.02, SL_LIMIT, 
2025-03-27 14:51:45,878 INFO, 3, 1425202500401894827, 2015-03-01 09:35:00, 1425202501260578064, 2015-03-01 09:35:01, 329.0, 46996, BUY, FILLED, 75,329.05, AGGRESSIVE, 
2025-03-27 14:51:46,110 INFO, 6, 1425202620622509058, 2015-03-01 09:37:00, 1425202621027668815, 2015-03-01 09:37:01, 310.5, 46992, BUY, FILLED, 75,310.55, AGGRESSIVE, 
2025-03-27 14:51:46,906 INFO, 9, 1425203160771940845, 2015-03-01 09:46:00, 1425203160988776712, 2015-03-01 09:46:00, 325.75, 46991, BUY, FILLED, 75,324.35, AGGRESSIVE, 
2025-03-27 14:51:47,124 INFO, 12, 1425203340289354537, 2015-03-01 09:49:00, 1425203341527423022, 2015-03-01 09:49:01, 307.8, 46992, BUY, FILLED, 75,307.9, AGGRESSIVE, 
2025-03-27 14:51:47,431 INFO, 15, 1425203580948063350, 2015-03-01 09:53:00, 1425203584500473490, 2015-03-01 09:53:04, 325.55, 46996, BUY, FILLED, 75,328.95, AGGRESSIVE, 
2025-03-27 14:51:47,710 INFO, 18, 1425203820674326097, 2015-03-01 09:57:00, 1425203821394679871, 2015-03-01 09:57:01, 324.2, 46992, BUY, FILLED, 75,323.4, AGGRESSIVE, 
2025-03-27 14:51:47,944 INFO, 21, 1425204000141333995, 2015-03-01 10:00:00, 1425204001569137542, 2015-03-01 10:00:01, 325.15, 46992, BUY, FILLED, 75,325.15, AGGRESSIVE, 
2025-03-27 14:51:48,155 INFO, 24, 1425204180522158161, 2015-03-01 10:03:00, 1425204185816542883, 2015-03-01 10:03:05, 307.85, 46991, BUY, FILLED, 75,307.15, AGGRESSIVE, 
2025-03-27 14:51:48,272 INFO, 27, 1425204300877988633, 2015-03-01 10:05:00, 1425204315561006850, 2015-03-01 10:05:15, 310.0, 46991, BUY, FILLED, 75,309.45, AGGRESSIVE, 
2025-03-27 14:51:49,060 INFO, 22, 1425204000141333995, 2015-03-01 10:00:00, 1425205183261613140, 2015-03-01 10:19:43, 292.635, 46992, SELL, FILLED, 75,292.635, SL_LIMIT, 
2025-03-27 14:51:49,062 INFO, 19, 1425203820674326097, 2015-03-01 09:57:00, 1425205185270183911, 2015-03-01 10:19:45, 291.78, 46992, SELL, FILLED, 75,291.78, SL_LIMIT, 
2025-03-27 14:51:49,093 INFO, 30, 1425205200025234371, 2015-03-01 10:20:00, 1425205209089065810, 2015-03-01 10:20:09, 305.95, 46994, BUY, FILLED, 75,306.35, AGGRESSIVE, 
2025-03-27 14:51:49,220 INFO, 33, 1425205320288243841, 2015-03-01 10:22:00, 1425205337729346645, 2015-03-01 10:22:17, 304.0, 46994, BUY, FILLED, 75,305.0, AGGRESSIVE, 
2025-03-27 14:51:49,353 INFO, 36, 1425205500795823628, 2015-03-01 10:25:00, 1425205508112718922, 2015-03-01 10:25:08, 305.2, 46994, BUY, FILLED, 75,306.3, AGGRESSIVE, 
2025-03-27 14:51:49,448 INFO, 39, 1425205620164002097, 2015-03-01 10:27:00, 1425205635092252766, 2015-03-01 10:27:15, 319.4, 46996, BUY, FILLED, 75,319.75, AGGRESSIVE, 
2025-03-27 14:51:49,664 INFO, 42, 1425205924040838575, 2015-03-01 10:32:04, 1425205931859205085, 2015-03-01 10:32:11, 299.05, 46994, BUY, FILLED, 75,302.0, AGGRESSIVE, 
2025-03-27 14:51:49,780 INFO, 45, 1425206040348052152, 2015-03-01 10:34:00, 1425206101464935022, 2015-03-01 10:35:01, 317.05, 46996, BUY, FILLED, 75,322.25, AGGRESSIVE, 
2025-03-27 14:51:49,842 INFO, 48, 1425206160517611348, 2015-03-01 10:36:00, 1425206183655400034, 2015-03-01 10:36:23, 296.8, 46994, BUY, FILLED, 75,301.4, AGGRESSIVE, 
2025-03-27 14:51:50,223 INFO, 51, 1425206701917630084, 2015-03-01 10:45:01, 1425206765043535352, 2015-03-01 10:46:05, 301.45, 46994, BUY, FILLED, 75,303.05, AGGRESSIVE, 
2025-03-27 14:51:50,261 INFO, 54, 1425206767113622509, 2015-03-01 10:46:07, 1425206841020949578, 2015-03-01 10:47:21, 313.7, 46996, BUY, FILLED, 75,312.25, AGGRESSIVE, 
2025-03-27 14:51:50,261 INFO, 57, 1425206820305633985, 2015-03-01 10:47:00, 1425206841840392288, 2015-03-01 10:47:21, 301.45, 46994, BUY, FILLED, 75,302.75, AGGRESSIVE, 
2025-03-27 14:51:50,325 INFO, 60, 1425206940647691264, 2015-03-01 10:49:00, 1425206940810046742, 2015-03-01 10:49:00, 302.0, 46992, BUY, FILLED, 75,301.9, AGGRESSIVE, 
2025-03-27 14:51:50,371 INFO, 63, 1425207002845613824, 2015-03-01 10:50:02, 1425207006627090955, 2015-03-01 10:50:06, 306.5, 46992, BUY, FILLED, 75,306.4, AGGRESSIVE, 
2025-03-27 14:51:50,460 INFO, 66, 1425207120236593124, 2015-03-01 10:52:00, 1425207136484415601, 2015-03-01 10:52:16, 307.05, 46992, BUY, FILLED, 75,309.5, AGGRESSIVE, 
2025-03-27 14:51:50,583 INFO, 69, 1425207300830245479, 2015-03-01 10:55:00, 1425207303552189720, 2015-03-01 10:55:03, 314.5, 46992, BUY, FILLED, 75,313.35, AGGRESSIVE, 
2025-03-27 14:51:50,843 INFO, 72, 1425207660080409693, 2015-03-01 11:01:00, 1425207660569817184, 2015-03-01 11:01:00, 319.85, 46992, BUY, FILLED, 75,319.75, AGGRESSIVE, 
2025-03-27 14:51:50,884 INFO, 75, 1425207720312785499, 2015-03-01 11:02:00, 1425207720904579255, 2015-03-01 11:02:00, 308.05, 46991, BUY, FILLED, 75,308.7, AGGRESSIVE, 
2025-03-27 14:51:51,040 INFO, 78, 1425207960129019646, 2015-03-01 11:06:00, 1425207964061280293, 2015-03-01 11:06:04, 308.4, 46991, BUY, FILLED, 75,307.05, AGGRESSIVE, 
2025-03-27 14:51:51,194 INFO, 81, 1425208200882462893, 2015-03-01 11:10:00, 1425208205683003832, 2015-03-01 11:10:05, 307.05, 46991, BUY, FILLED, 75,307.05, AGGRESSIVE, 
2025-03-27 14:51:51,300 INFO, 84, 1425208381477254517, 2015-03-01 11:13:01, 1425208381931997143, 2015-03-01 11:13:01, 305.2, 46991, BUY, FILLED, 75,305.6, AGGRESSIVE, 
2025-03-27 14:51:51,346 INFO, 87, 1425208441661450061, 2015-03-01 11:14:01, 1425208463835310452, 2015-03-01 11:14:23, 314.0, 46992, BUY, FILLED, 75,314.55, AGGRESSIVE, 
2025-03-27 14:51:51,821 INFO, 90, 1425209396607161875, 2015-03-01 11:29:56, 1425209397281432838, 2015-03-01 11:29:57, 308.4, 46991, BUY, FILLED, 75,310.0, AGGRESSIVE, 
2025-03-27 14:51:51,990 INFO, 93, 1425209695925206872, 2015-03-01 11:34:55, 1425209701760093534, 2015-03-01 11:35:01, 309.5, 46992, BUY, FILLED, 75,309.25, AGGRESSIVE, 
2025-03-27 14:51:52,206 INFO, 31, 1425205200025234371, 2015-03-01 10:20:00, 1425210159623168030, 2015-03-01 11:42:39, 275.355, 46994, SELL, FILLED, 75,275.355, SL_LIMIT, 
2025-03-27 14:51:52,206 INFO, 34, 1425205320288243841, 2015-03-01 10:22:00, 1425210159623168030, 2015-03-01 11:42:39, 273.6, 46994, SELL, FILLED, 75,273.6, SL_LIMIT, 
2025-03-27 14:51:52,206 INFO, 37, 1425205500795823628, 2015-03-01 10:25:00, 1425210159623168030, 2015-03-01 11:42:39, 274.68, 46994, SELL, FILLED, 75,274.68, SL_LIMIT, 
2025-03-27 14:51:52,218 INFO, 52, 1425206701917630084, 2015-03-01 10:45:01, 1425210168691133835, 2015-03-01 11:42:48, 271.305, 46994, SELL, FILLED, 75,271.305, SL_LIMIT, 
2025-03-27 14:51:52,218 INFO, 58, 1425206820305633985, 2015-03-01 10:47:00, 1425210168691133835, 2015-03-01 11:42:48, 271.305, 46994, SELL, FILLED, 75,271.305, SL_LIMIT, 
2025-03-27 14:51:52,361 INFO, 96, 1425210415288709306, 2015-03-01 11:46:55, 1425210416933113628, 2015-03-01 11:46:56, 317.85, 46992, BUY, FILLED, 75,316.05, AGGRESSIVE, 
2025-03-27 14:51:52,388 INFO, 43, 1425205924040838575, 2015-03-01 10:32:04, 1425210465516548169, 2015-03-01 11:47:45, 269.145, 46994, SELL, FILLED, 75,269.145, SL_LIMIT, 
2025-03-27 14:51:52,406 INFO, 99, 1425210475456650334, 2015-03-01 11:47:55, 1425210481003850251, 2015-03-01 11:48:01, 319.4, 46992, BUY, FILLED, 75,320.85, AGGRESSIVE, 
2025-03-27 14:51:52,477 INFO, 41, 1425205620164002097, 2015-03-01 10:27:00, 1425210582079442044, 2015-03-01 11:49:42, 351.34, 46996, SELL, FILLED, 75,351.34, LIMIT, 
2025-03-27 14:51:52,477 INFO, 47, 1425206040348052152, 2015-03-01 10:34:00, 1425210582079442044, 2015-03-01 11:49:42, 348.76, 46996, SELL, FILLED, 75,348.76, LIMIT, 
2025-03-27 14:51:52,477 INFO, 56, 1425206767113622509, 2015-03-01 10:46:07, 1425210582079442044, 2015-03-01 11:49:42, 345.07, 46996, SELL, FILLED, 75,345.07, LIMIT, 
2025-03-27 14:51:52,478 INFO, 10, 1425203160771940845, 2015-03-01 09:46:00, 1425210582118088817, 2015-03-01 11:49:42, 293.175, 46991, SELL, FILLED, 75,293.175, SL_LIMIT, 
2025-03-27 14:51:52,485 INFO, 49, 1425206160517611348, 2015-03-01 10:36:00, 1425210585378584307, 2015-03-01 11:49:45, 267.12, 46994, SELL, FILLED, 75,267.12, SL_LIMIT, 
2025-03-27 14:51:52,502 INFO, 102, 1425210595812069537, 2015-03-01 11:49:55, 1425210599132803055, 2015-03-01 11:49:59, 303.0, 46989, BUY, FILLED, 75,302.75, AGGRESSIVE, 
2025-03-27 14:51:52,864 INFO, 105, 1425211136999608860, 2015-03-01 11:58:56, 1425211138914267002, 2015-03-01 11:58:58, 298.2, 46991, BUY, FILLED, 75,296.35, AGGRESSIVE, 
2025-03-27 14:51:52,951 INFO, 108, 1425211255732754834, 2015-03-01 12:00:55, 1425211295334337061, 2015-03-01 12:01:35, 294.05, 46989, BUY, FILLED, 75,295.05, AGGRESSIVE, 
2025-03-27 14:51:53,062 INFO, 111, 1425211490811154900, 2015-03-01 12:04:50, 1425211507745098812, 2015-03-01 12:05:07, 300.35, 46989, BUY, FILLED, 75,302.0, AGGRESSIVE, 
2025-03-27 14:51:53,317 INFO, 114, 1425211911558082277, 2015-03-01 12:11:51, 1425211912412911222, 2015-03-01 12:11:52, 301.35, 46989, BUY, FILLED, 75,301.55, AGGRESSIVE, 
2025-03-27 14:51:53,380 INFO, 117, 1425212031074463335, 2015-03-01 12:13:51, 1425212049728374175, 2015-03-01 12:14:09, 301.65, 46989, BUY, FILLED, 75,303.0, AGGRESSIVE, 
2025-03-27 14:51:53,588 INFO, 120, 1425212445163613282, 2015-03-01 12:20:45, 1425212447607756481, 2015-03-01 12:20:47, 314.7, 46992, BUY, FILLED, 75,314.85, AGGRESSIVE, 
2025-03-27 14:51:53,701 INFO, 123, 1425212685571274743, 2015-03-01 12:24:45, 1425212688984667291, 2015-03-01 12:24:48, 294.6, 46989, BUY, FILLED, 75,296.25, AGGRESSIVE, 
2025-03-27 14:51:53,909 INFO, 126, 1425213160976959980, 2015-03-01 12:32:40, 1425213161703048077, 2015-03-01 12:32:41, 305.0, 46989, BUY, FILLED, 75,305.85, AGGRESSIVE, 
2025-03-27 14:51:53,928 INFO, 62, 1425206940647691264, 2015-03-01 10:49:00, 1425213179899981985, 2015-03-01 12:32:59, 332.2, 46992, SELL, FILLED, 75,332.2, LIMIT, 
2025-03-27 14:51:53,935 INFO, 17, 1425203580948063350, 2015-03-01 09:53:00, 1425213186624921374, 2015-03-01 12:33:06, 358.1, 46996, SELL, FILLED, 75,358.1, LIMIT, 
2025-03-27 14:51:54,013 INFO, 65, 1425207002845613824, 2015-03-01 10:50:02, 1425213286876099232, 2015-03-01 12:34:46, 337.15, 46992, SELL, FILLED, 75,337.15, LIMIT, 
2025-03-27 14:51:54,014 INFO, 5, 1425202500401894827, 2015-03-01 09:35:00, 1425213287120090498, 2015-03-01 12:34:47, 361.9, 46996, SELL, FILLED, 75,361.9, LIMIT, 
2025-03-27 14:51:54,017 INFO, 14, 1425203340289354537, 2015-03-01 09:49:00, 1425213287877899236, 2015-03-01 12:34:47, 338.58, 46992, SELL, FILLED, 75,338.58, LIMIT, 
2025-03-27 14:51:54,017 INFO, 68, 1425207120236593124, 2015-03-01 10:52:00, 1425213287877899236, 2015-03-01 12:34:47, 337.76, 46992, SELL, FILLED, 75,337.76, LIMIT, 
2025-03-27 14:51:54,018 INFO, 28, 1425204300877988633, 2015-03-01 10:05:00, 1425213288088330212, 2015-03-01 12:34:48, 279.0, 46991, SELL, FILLED, 75,279.0, SL_LIMIT, 
2025-03-27 14:51:54,033 INFO, 95, 1425209695925206872, 2015-03-01 11:34:55, 1425213298960098763, 2015-03-01 12:34:58, 340.45, 46992, SELL, FILLED, 75,340.45, LIMIT, 
2025-03-27 14:51:54,035 INFO, 79, 1425207960129019646, 2015-03-01 11:06:00, 1425213300177868434, 2015-03-01 12:35:00, 277.56, 46991, SELL, FILLED, 75,277.56, SL_LIMIT, 
2025-03-27 14:51:54,035 INFO, 91, 1425209396607161875, 2015-03-01 11:29:56, 1425213300177868434, 2015-03-01 12:35:00, 277.56, 46991, SELL, FILLED, 75,277.56, SL_LIMIT, 
2025-03-27 14:51:54,038 INFO, 76, 1425207720312785499, 2015-03-01 11:02:00, 1425213303265519417, 2015-03-01 12:35:03, 277.245, 46991, SELL, FILLED, 75,277.245, SL_LIMIT, 
2025-03-27 14:51:54,076 INFO, 25, 1425204180522158161, 2015-03-01 10:03:00, 1425213341717988298, 2015-03-01 12:35:41, 277.065, 46991, SELL, FILLED, 75,277.065, SL_LIMIT, 
2025-03-27 14:51:54,078 INFO, 8, 1425202620622509058, 2015-03-01 09:37:00, 1425213342450110686, 2015-03-01 12:35:42, 341.55, 46992, SELL, FILLED, 75,341.55, LIMIT, 
2025-03-27 14:51:54,079 INFO, 82, 1425208200882462893, 2015-03-01 11:10:00, 1425213342720165863, 2015-03-01 12:35:42, 276.345, 46991, SELL, FILLED, 75,276.345, SL_LIMIT, 
