Token,PNL,Total orders,Total trades,Volume traded,Winning trades,Win Loss Ratio,Win loss points,PNl turover ratio in bps,Annualised Sharpe ratio,Drawdown
35001,-17172.0,95,95,7125,28,0.417910447761194,1.4117334905660377,-55.97901667048075,2.367619964806879,-2.875138257343
